Series,Iteration,Average Time (ms)
Total Average Time,1,6812.0
Current Action Time,1,6812.0
Total Average Time,2,4640.5
Current Action Time,2,2469.0
Total Average Time,3,3893.5
Current Action Time,3,2399.5
Total Average Time,4,3496.625
Current Action Time,4,2306.0
Total Average Time,5,3298.3
Current Action Time,5,2505.0
Total Average Time,6,3155.1666666666665
Current Action Time,6,2439.5
Total Average Time,7,3046.785714285714
Current Action Time,7,2396.5
Total Average Time,8,2966.9375
Current Action Time,8,2408.0
Total Average Time,9,2898.277777777778
Current Action Time,9,2349.0
Total Average Time,10,2835.95
Current Action Time,10,2275.0
Total Average Time,11,3209.0454545454545
Current Action Time,11,6940.0
Total Average Time,12,3144.2083333333335
Current Action Time,12,2431.0
Total Average Time,13,3084.269230769231
Current Action Time,13,2365.0
Total Average Time,14,3041.464285714286
Current Action Time,14,2485.0
Total Average Time,15,2997.8
Current Action Time,15,2386.5
Total Average Time,16,2958.4375
Current Action Time,16,2368.0
Total Average Time,17,2922.029411764706
Current Action Time,17,2339.5
Total Average Time,18,2887.5833333333335
Current Action Time,18,2302.0
Total Average Time,19,2859.5789473684213
Current Action Time,19,2355.5
Total Average Time,20,3053.6
Current Action Time,20,6740.0
Total Average Time,21,3022.3809523809523
Current Action Time,21,2398.0
Total Average Time,22,2992.8636363636365
Current Action Time,22,2373.0
Total Average Time,23,2965.0
Current Action Time,23,2352.0
Total Average Time,24,2940.0208333333335
Current Action Time,24,2365.5
Total Average Time,25,2917.36
Current Action Time,25,2373.5
Total Average Time,26,2898.153846153846
Current Action Time,26,2418.0
Total Average Time,27,2877.777777777778
Current Action Time,27,2348.0
Total Average Time,28,2864.6785714285716
Current Action Time,28,2511.0
Total Average Time,29,2845.0344827586205
Current Action Time,29,2295.0
Total Average Time,30,2830.0833333333335
Current Action Time,30,2396.5
Total Average Time,31,2962.8870967741937
Current Action Time,31,6947.0
Total Average Time,32,2947.703125
Current Action Time,32,2477.0
Total Average Time,33,2930.1666666666665
Current Action Time,33,2369.0
Total Average Time,34,2914.573529411765
Current Action Time,34,2400.0
Total Average Time,35,2897.8571428571427
Current Action Time,35,2329.5
Total Average Time,36,2884.222222222222
Current Action Time,36,2407.0
Total Average Time,37,2871.7162162162163
Current Action Time,37,2421.5
Total Average Time,38,2860.0
Current Action Time,38,2426.5
Total Average Time,39,2846.974358974359
Current Action Time,39,2352.0
Total Average Time,40,2836.875
Current Action Time,40,2443.0
Total Average Time,41,2825.548780487805
Current Action Time,41,2372.5
Total Average Time,42,2815.4285714285716
Current Action Time,42,2400.5
Total Average Time,43,2807.406976744186
Current Action Time,43,2470.5
Total Average Time,44,2799.215909090909
Current Action Time,44,2447.0
Total Average Time,45,2788.4444444444443
Current Action Time,45,2314.5
Total Average Time,46,2778.8478260869565
Current Action Time,46,2347.0
Total Average Time,47,2868.148936170213
Current Action Time,47,6976.0
Total Average Time,48,2859.75
Current Action Time,48,2465.0
Total Average Time,49,2852.6326530612246
Current Action Time,49,2511.0
Total Average Time,50,2842.37
Current Action Time,50,2339.5
