Series,Iteration,Average Time (ms)
Total Average Time,1,2261.5
Current Action Time,1,2261.5
Total Average Time,2,2244.5
Current Action Time,2,2227.5
Total Average Time,3,2264.6666666666665
Current Action Time,3,2305.0
Total Average Time,4,2267.75
Current Action Time,4,2277.0
Total Average Time,5,2276.0
Current Action Time,5,2309.0
Total Average Time,6,2275.5
Current Action Time,6,2273.0
Total Average Time,7,2285.714285714286
Current Action Time,7,2347.0
Total Average Time,8,2287.4375
Current Action Time,8,2299.5
Total Average Time,9,2292.3888888888887
Current Action Time,9,2332.0
Total Average Time,10,2288.85
Current Action Time,10,2257.0
Total Average Time,11,2294.7272727272725
Current Action Time,11,2353.5
Total Average Time,12,2297.5416666666665
Current Action Time,12,2328.5
Total Average Time,13,2300.3846153846152
Current Action Time,13,2334.5
Total Average Time,14,2297.964285714286
Current Action Time,14,2266.5
Total Average Time,15,2289.3
Current Action Time,15,2168.0
Total Average Time,16,2289.9375
Current Action Time,16,2299.5
Total Average Time,17,2289.205882352941
Current Action Time,17,2277.5
Total Average Time,18,2289.277777777778
Current Action Time,18,2290.5
Total Average Time,19,2288.4736842105262
Current Action Time,19,2274.0
Total Average Time,20,2287.9
Current Action Time,20,2277.0
Total Average Time,21,2291.190476190476
Current Action Time,21,2357.0
Total Average Time,22,2293.8863636363635
Current Action Time,22,2350.5
Total Average Time,23,2294.478260869565
Current Action Time,23,2307.5
Total Average Time,24,2295.4583333333335
Current Action Time,24,2318.0
Total Average Time,25,2296.5
Current Action Time,25,2321.5
Total Average Time,26,2297.8653846153848
Current Action Time,26,2332.0
Total Average Time,27,2298.185185185185
Current Action Time,27,2306.5
Total Average Time,28,2299.089285714286
Current Action Time,28,2323.5
Total Average Time,29,2301.051724137931
Current Action Time,29,2356.0
Total Average Time,30,2303.616666666667
Current Action Time,30,2378.0
Total Average Time,31,2304.435483870968
Current Action Time,31,2329.0
Total Average Time,32,2304.375
Current Action Time,32,2302.5
Total Average Time,33,2304.5757575757575
Current Action Time,33,2311.0
Total Average Time,34,2303.705882352941
Current Action Time,34,2275.0
Total Average Time,35,2304.9285714285716
Current Action Time,35,2346.5
Total Average Time,36,2303.5694444444443
Current Action Time,36,2256.0
Total Average Time,37,2303.824324324324
Current Action Time,37,2313.0
Total Average Time,38,2304.8026315789475
Current Action Time,38,2341.0
Total Average Time,39,2305.897435897436
Current Action Time,39,2347.5
Total Average Time,40,2305.875
Current Action Time,40,2305.0
Total Average Time,41,2306.9756097560976
Current Action Time,41,2351.0
Total Average Time,42,2305.7619047619046
Current Action Time,42,2256.0
Total Average Time,43,2304.9651162790697
Current Action Time,43,2271.5
Total Average Time,44,2304.090909090909
Current Action Time,44,2266.5
Total Average Time,45,2303.988888888889
Current Action Time,45,2299.5
Total Average Time,46,2304.3804347826085
Current Action Time,46,2322.0
Total Average Time,47,2305.7340425531916
Current Action Time,47,2368.0
Total Average Time,48,2306.2916666666665
Current Action Time,48,2332.5
Total Average Time,49,2305.6428571428573
Current Action Time,49,2274.5
Total Average Time,50,2305.52
Current Action Time,50,2299.5
