Series,Iteration,Average Time (ms)
Total Average Time,1,1438.5
Current Action Time,1,1438.5
Total Average Time,2,1442.9166666666665
Current Action Time,2,1447.3333333333333
Total Average Time,3,1439.111111111111
Current Action Time,3,1431.5
Total Average Time,4,1440.0833333333333
Current Action Time,4,1443.0
Total Average Time,5,1441.2666666666667
Current Action Time,5,1446.0
Total Average Time,6,1443.111111111111
Current Action Time,6,1452.3333333333333
Total Average Time,7,1445.3095238095236
Current Action Time,7,1458.5
Total Average Time,8,1445.8958333333333
Current Action Time,8,1450.0
Total Average Time,9,1445.4074074074074
Current Action Time,9,1441.5
Total Average Time,10,1446.6333333333332
Current Action Time,10,1457.6666666666667
Total Average Time,11,1447.212121212121
Current Action Time,11,1453.0
Total Average Time,12,1447.0
Current Action Time,12,1444.6666666666667
Total Average Time,13,1447.4615384615386
Current Action Time,13,1453.0
Total Average Time,14,1448.2619047619048
Current Action Time,14,1458.6666666666667
Total Average Time,15,1448.2444444444445
Current Action Time,15,1448.0
Total Average Time,16,1448.0416666666667
Current Action Time,16,1445.0
Total Average Time,17,1447.5686274509806
Current Action Time,17,1440.0
Total Average Time,18,1447.111111111111
Current Action Time,18,1439.3333333333333
Total Average Time,19,1446.8684210526317
Current Action Time,19,1442.5
Total Average Time,20,1446.8083333333334
Current Action Time,20,1445.6666666666667
Total Average Time,21,1446.484126984127
Current Action Time,21,1440.0
Total Average Time,22,1446.4469696969697
Current Action Time,22,1445.6666666666667
Total Average Time,23,1446.644927536232
Current Action Time,23,1451.0
Total Average Time,24,1446.6180555555557
Current Action Time,24,1446.0
Total Average Time,25,1446.6733333333334
Current Action Time,25,1448.0
Total Average Time,26,1447.070512820513
Current Action Time,26,1457.0
Total Average Time,27,1447.1666666666667
Current Action Time,27,1449.6666666666667
Total Average Time,28,1448.142857142857
Current Action Time,28,1474.5
Total Average Time,29,1448.103448275862
Current Action Time,29,1447.0
Total Average Time,30,1447.7666666666667
Current Action Time,30,1438.0
Total Average Time,31,1447.7096774193549
Current Action Time,31,1446.0
Total Average Time,32,1447.640625
Current Action Time,32,1445.5
Total Average Time,33,1447.4797979797981
Current Action Time,33,1442.3333333333333
Total Average Time,34,1447.8039215686276
Current Action Time,34,1458.5
Total Average Time,35,1448.3428571428572
Current Action Time,35,1466.6666666666667
Total Average Time,36,1448.2083333333333
Current Action Time,36,1443.5
Total Average Time,37,1448.2477477477478
Current Action Time,37,1449.6666666666667
Total Average Time,38,1448.4649122807016
Current Action Time,38,1456.5
Total Average Time,39,1448.5982905982905
Current Action Time,39,1453.6666666666667
Total Average Time,40,1448.7458333333332
Current Action Time,40,1454.5
Total Average Time,41,1448.8089430894308
Current Action Time,41,1451.3333333333333
Total Average Time,42,1448.9563492063492
Current Action Time,42,1455.0
Total Average Time,43,1448.6937984496124
Current Action Time,43,1437.6666666666667
Total Average Time,44,1448.5530303030303
Current Action Time,44,1442.5
Total Average Time,45,1448.6
Current Action Time,45,1450.6666666666667
Total Average Time,46,1448.8260869565217
Current Action Time,46,1459.0
Total Average Time,47,1449.0070921985814
Current Action Time,47,1457.3333333333333
Total Average Time,48,1449.579861111111
Current Action Time,48,1476.5
Total Average Time,49,1451.8605442176868
Current Action Time,49,1561.3333333333333
Total Average Time,50,1454.573333333333
Current Action Time,50,1587.5
