Series,Iteration,Average Time (ms)
Total Average Time,1,3102.0
Current Action Time,1,3102.0
Total Average Time,2,3139.5
Current Action Time,2,3177.0
Total Average Time,3,3125.3333333333335
Current Action Time,3,3097.0
Total Average Time,4,3109.375
Current Action Time,4,3061.5
Total Average Time,5,3103.9
Current Action Time,5,3082.0
Total Average Time,6,3099.6666666666665
Current Action Time,6,3078.5
Total Average Time,7,3097.1428571428573
Current Action Time,7,3082.0
Total Average Time,8,3095.0
Current Action Time,8,3080.0
Total Average Time,9,3093.1111111111113
Current Action Time,9,3078.0
Total Average Time,10,3091.7
Current Action Time,10,3079.0
Total Average Time,11,3091.181818181818
Current Action Time,11,3086.0
Total Average Time,12,3089.0
Current Action Time,12,3065.0
Total Average Time,13,3086.5384615384614
Current Action Time,13,3057.0
Total Average Time,14,3085.214285714286
Current Action Time,14,3068.0
Total Average Time,15,3085.9333333333334
Current Action Time,15,3096.0
Total Average Time,16,3085.28125
Current Action Time,16,3075.5
Total Average Time,17,3084.1470588235293
Current Action Time,17,3066.0
Total Average Time,18,3081.0555555555557
Current Action Time,18,3028.5
Total Average Time,19,3079.5263157894738
Current Action Time,19,3052.0
Total Average Time,20,3078.8
Current Action Time,20,3065.0
Total Average Time,21,3079.0714285714284
Current Action Time,21,3084.5
Total Average Time,22,3078.340909090909
Current Action Time,22,3063.0
Total Average Time,23,3078.195652173913
Current Action Time,23,3075.0
Total Average Time,24,3078.4791666666665
Current Action Time,24,3085.0
Total Average Time,25,3077.9
Current Action Time,25,3064.0
Total Average Time,26,3079.153846153846
Current Action Time,26,3110.5
Total Average Time,27,3080.3333333333335
Current Action Time,27,3111.0
Total Average Time,28,3078.464285714286
Current Action Time,28,3028.0
Total Average Time,29,3078.793103448276
Current Action Time,29,3088.0
Total Average Time,30,3078.3333333333335
Current Action Time,30,3065.0
Total Average Time,31,3077.967741935484
Current Action Time,31,3067.0
Total Average Time,32,3077.5625
Current Action Time,32,3065.0
Total Average Time,33,3076.090909090909
Current Action Time,33,3029.0
Total Average Time,34,3075.8529411764707
Current Action Time,34,3068.0
Total Average Time,35,3075.8
Current Action Time,35,3074.0
Total Average Time,36,3075.1666666666665
Current Action Time,36,3053.0
Total Average Time,37,3074.864864864865
Current Action Time,37,3064.0
Total Average Time,38,3074.2631578947367
Current Action Time,38,3052.0
Total Average Time,39,3072.5128205128203
Current Action Time,39,3006.0
Total Average Time,40,3071.0
Current Action Time,40,3012.0
Total Average Time,41,3071.878048780488
Current Action Time,41,3107.0
Total Average Time,42,3071.714285714286
Current Action Time,42,3065.0
Total Average Time,43,3071.732558139535
Current Action Time,43,3072.5
Total Average Time,44,3071.6704545454545
Current Action Time,44,3069.0
Total Average Time,45,3071.7555555555555
Current Action Time,45,3075.5
Total Average Time,46,3069.282608695652
Current Action Time,46,2958.0
Total Average Time,47,3069.191489361702
Current Action Time,47,3065.0
Total Average Time,48,3069.3020833333335
Current Action Time,48,3074.5
Total Average Time,49,3069.3571428571427
Current Action Time,49,3072.0
Total Average Time,50,3069.26
Current Action Time,50,3064.5
Total Average Time,51,3069.549019607843
Current Action Time,51,3084.0
Total Average Time,52,3069.173076923077
Current Action Time,52,3050.0
Total Average Time,53,3068.5377358490564
Current Action Time,53,3035.5
Total Average Time,54,3068.509259259259
Current Action Time,54,3067.0
Total Average Time,55,3068.7545454545457
Current Action Time,55,3082.0
Total Average Time,56,3068.7410714285716
Current Action Time,56,3068.0
Total Average Time,57,3068.1403508771928
Current Action Time,57,3034.5
Total Average Time,58,3067.8793103448274
Current Action Time,58,3053.0
Total Average Time,59,3068.186440677966
Current Action Time,59,3086.0
Total Average Time,60,3068.1583333333333
Current Action Time,60,3066.5
Total Average Time,61,3068.77868852459
Current Action Time,61,3106.0
Total Average Time,62,3068.7258064516127
Current Action Time,62,3065.5
Total Average Time,63,3068.714285714286
Current Action Time,63,3068.0
Total Average Time,64,3068.703125
Current Action Time,64,3068.0
Total Average Time,65,3068.6923076923076
