Series,Iteration,Average Time (ms)
Total Average Time,1,211.55555555555554
Current Action Time,1,211.55555555555554
Total Average Time,2,910.2063492063492
Current Action Time,2,1608.857142857143
Total Average Time,3,788.1851851851852
Current Action Time,3,544.1428571428571
Total Average Time,4,825.7638888888889
Current Action Time,4,938.5
Total Average Time,5,800.7111111111111
Current Action Time,5,700.5
Total Average Time,6,712.8333333333334
Current Action Time,6,273.44444444444446
Total Average Time,7,686.5918367346939
Current Action Time,7,529.1428571428571
Total Average Time,8,637.1428571428571
Current Action Time,8,291.0
Total Average Time,9,623.6984126984127
Current Action Time,9,516.1428571428571
Total Average Time,10,586.5285714285714
Current Action Time,10,252.0
Total Average Time,11,588.2077922077922
Current Action Time,11,605.0
Total Average Time,12,589.2043650793651
Current Action Time,12,600.1666666666666
Total Average Time,13,622.4809523809524
Current Action Time,13,1021.8
Total Average Time,14,598.3662414965986
Current Action Time,14,284.875
Total Average Time,15,593.313253968254
Current Action Time,15,522.5714285714286
Total Average Time,16,575.7858630952381
Current Action Time,16,312.875
Total Average Time,17,572.4539215686275
Current Action Time,17,519.1428571428571
Total Average Time,18,585.7435185185185
Current Action Time,18,811.6666666666666
Total Average Time,19,570.0786549707602
Current Action Time,19,288.1111111111111
Total Average Time,20,568.5675793650794
Current Action Time,20,539.8571428571429
Total Average Time,21,570.288851095994
Current Action Time,21,604.7142857142857
Total Average Time,22,556.9827922077922
Current Action Time,22,277.55555555555554
Total Average Time,23,567.0922360248447
Current Action Time,23,789.5
Total Average Time,24,569.8860119047619
Current Action Time,24,634.1428571428571
Total Average Time,25,557.2772380952381
Current Action Time,25,254.66666666666666
Total Average Time,26,557.3370879120879
Current Action Time,26,558.8333333333334
Total Average Time,27,546.1970311581422
Current Action Time,27,256.55555555555554
Total Average Time,28,551.5768990929705
Current Action Time,28,696.8333333333334
Total Average Time,29,555.9510946907499
Current Action Time,29,678.4285714285714
Total Average Time,30,545.5267989417989
Current Action Time,30,243.22222222222223
Total Average Time,31,545.0151817716334
Current Action Time,31,529.6666666666666
Total Average Time,32,534.8515128968254
Current Action Time,32,219.77777777777777
Total Average Time,33,539.6337902837903
Current Action Time,33,692.6666666666666
Total Average Time,34,530.8014239028945
Current Action Time,34,239.33333333333334
Total Average Time,35,531.0601587301587
Current Action Time,35,539.8571428571429
Total Average Time,36,531.3640432098765
Current Action Time,36,542.0
Total Average Time,37,523.165015015015
Current Action Time,37,228.0
Total Average Time,38,514.8481725146198
Current Action Time,38,207.125
Total Average Time,39,520.2537749287749
Current Action Time,39,725.6666666666666
Total Average Time,40,521.7831448412699
Current Action Time,40,581.4285714285714
Total Average Time,41,515.1542876500193
Current Action Time,41,250.0
Total Average Time,42,515.2866685563115
Current Action Time,42,520.7142857142857
Total Average Time,43,508.67535068290886
Current Action Time,43,231.0
Total Average Time,44,501.8219336219336
Current Action Time,44,207.125
Total Average Time,45,502.4666313932981
Current Action Time,45,530.8333333333334
Total Average Time,46,509.8332988267771
Current Action Time,46,841.3333333333334
Total Average Time,47,512.0009793988518
Current Action Time,47,611.7142857142857
Total Average Time,48,507.48012566137567
Current Action Time,48,295.0
Total Average Time,49,501.3977648202138
Current Action Time,49,209.44444444444446
Total Average Time,50,502.0726666666667
Current Action Time,50,535.1428571428571
