Series,Iteration,Average Time (ms)
Total Average Time,1,3709.0
Current Action Time,1,3709.0
Total Average Time,2,3238.5
Current Action Time,2,2768.0
Total Average Time,3,3264.3333333333335
Current Action Time,3,3316.0
Total Average Time,4,3396.75
Current Action Time,4,3794.0
Total Average Time,5,3275.4
Current Action Time,5,2790.0
Total Average Time,6,3270.0833333333335
Current Action Time,6,3243.5
Total Average Time,7,3345.785714285714
Current Action Time,7,3800.0
Total Average Time,8,3272.9375
Current Action Time,8,2763.0
Total Average Time,9,3273.9444444444443
Current Action Time,9,3282.0
Total Average Time,10,3321.55
Current Action Time,10,3750.0
Total Average Time,11,3275.409090909091
Current Action Time,11,2814.0
Total Average Time,12,3279.0833333333335
Current Action Time,12,3319.5
Total Average Time,13,3313.769230769231
Current Action Time,13,3730.0
Total Average Time,14,3286.214285714286
Current Action Time,14,2928.0
Total Average Time,15,3283.866666666667
Current Action Time,15,3251.0
Total Average Time,16,3314.0
Current Action Time,16,3766.0
Total Average Time,17,3281.6470588235293
Current Action Time,17,2764.0
Total Average Time,18,3280.8888888888887
Current Action Time,18,3268.0
Total Average Time,19,3307.2631578947367
Current Action Time,19,3782.0
Total Average Time,20,3288.3
Current Action Time,20,2928.0
Total Average Time,21,3286.0476190476193
Current Action Time,21,3241.0
Total Average Time,22,3308.5
Current Action Time,22,3780.0
Total Average Time,23,3284.6521739130435
Current Action Time,23,2760.0
Total Average Time,24,3305.5
Current Action Time,24,3785.0
Total Average Time,25,3304.12
Current Action Time,25,3271.0
Total Average Time,26,3283.6923076923076
Current Action Time,26,2773.0
Total Average Time,27,3301.740740740741
Current Action Time,27,3771.0
Total Average Time,28,3300.714285714286
Current Action Time,28,3273.0
Total Average Time,29,3281.7241379310344
Current Action Time,29,2750.0
Total Average Time,30,3298.6666666666665
Current Action Time,30,3790.0
Total Average Time,31,3297.8548387096776
Current Action Time,31,3273.5
Total Average Time,32,3281.515625
Current Action Time,32,2775.0
Total Average Time,33,3296.2272727272725
Current Action Time,33,3767.0
Total Average Time,34,3295.514705882353
Current Action Time,34,3272.0
Total Average Time,35,3280.4142857142856
Current Action Time,35,2767.0
Total Average Time,36,3293.097222222222
Current Action Time,36,3737.0
Total Average Time,37,3279.0405405405404
Current Action Time,37,2773.0
Total Average Time,38,3278.7236842105262
Current Action Time,38,3267.0
Total Average Time,39,3291.7051282051284
Current Action Time,39,3785.0
Total Average Time,40,3278.6125
Current Action Time,40,2768.0
Total Average Time,41,3278.256097560976
Current Action Time,41,3264.0
Total Average Time,42,3289.964285714286
Current Action Time,42,3770.0
Total Average Time,43,3278.0813953488373
Current Action Time,43,2779.0
Total Average Time,44,3277.7727272727275
Current Action Time,44,3264.5
Total Average Time,45,3288.911111111111
Current Action Time,45,3779.0
Total Average Time,46,3277.5652173913045
Current Action Time,46,2767.0
Total Average Time,47,3278.531914893617
Current Action Time,47,3323.0
Total Average Time,48,3288.4791666666665
Current Action Time,48,3756.0
Total Average Time,49,3284.5510204081634
Current Action Time,49,3096.0
Total Average Time,50,3284.12
Current Action Time,50,3263.0
