Series,Iteration,Average Time (ms)
Total Average Time,1,229.8
Current Action Time,1,229.8
Total Average Time,2,239.48333333333335
Current Action Time,2,249.16666666666666
Total Average Time,3,238.9888888888889
Current Action Time,3,238.0
Total Average Time,4,240.15833333333333
Current Action Time,4,243.66666666666666
Total Average Time,5,243.19333333333333
Current Action Time,5,255.33333333333334
Total Average Time,6,242.7277777777778
Current Action Time,6,240.4
Total Average Time,7,243.68095238095242
Current Action Time,7,249.4
Total Average Time,8,247.78333333333336
Current Action Time,8,276.5
Total Average Time,9,257.762962962963
Current Action Time,9,337.6
Total Average Time,10,256.3266666666667
Current Action Time,10,243.4
Total Average Time,11,254.34242424242427
Current Action Time,11,234.5
Total Average Time,12,258.73055555555555
Current Action Time,12,307.0
Total Average Time,13,258.94358974358977
Current Action Time,13,261.5
Total Average Time,14,258.1619047619048
Current Action Time,14,248.0
Total Average Time,15,258.21777777777777
Current Action Time,15,259.0
Total Average Time,16,258.89166666666665
Current Action Time,16,269.0
Total Average Time,17,261.0892156862745
Current Action Time,17,296.25
Total Average Time,18,262.05648148148146
Current Action Time,18,278.5
Total Average Time,19,261.4043859649123
Current Action Time,19,249.66666666666666
Total Average Time,20,259.30916666666667
Current Action Time,20,219.5
Total Average Time,21,257.568253968254
Current Action Time,21,222.75
Total Average Time,22,255.5151515151515
Current Action Time,22,212.4
Total Average Time,23,253.7014492753623
Current Action Time,23,213.8
Total Average Time,24,252.3972222222222
Current Action Time,24,222.4
Total Average Time,25,250.88533333333334
Current Action Time,25,214.6
Total Average Time,26,249.55641025641023
Current Action Time,26,216.33333333333334
Total Average Time,27,248.26913580246912
Current Action Time,27,214.8
Total Average Time,28,246.88809523809525
Current Action Time,28,209.6
Total Average Time,29,245.616091954023
Current Action Time,29,210.0
Total Average Time,30,244.70888888888888
Current Action Time,30,218.4
Total Average Time,31,243.56236559139785
Current Action Time,31,209.16666666666666
Total Average Time,32,242.80729166666666
Current Action Time,32,219.4
Total Average Time,33,241.89898989898987
Current Action Time,33,212.83333333333334
Total Average Time,34,240.99607843137255
Current Action Time,34,211.2
Total Average Time,35,240.21523809523808
Current Action Time,35,213.66666666666666
Total Average Time,36,239.4962962962963
Current Action Time,36,214.33333333333334
Total Average Time,37,238.74774774774772
Current Action Time,37,211.8
Total Average Time,38,237.99122807017542
Current Action Time,38,210.0
Total Average Time,39,237.3290598290598
Current Action Time,39,212.16666666666666
Total Average Time,40,236.6958333333333
Current Action Time,40,212.0
Total Average Time,41,236.3910569105691
Current Action Time,41,224.2
Total Average Time,42,236.63968253968255
Current Action Time,42,246.83333333333334
Total Average Time,43,236.45426356589147
Current Action Time,43,228.66666666666666
Total Average Time,44,235.89469696969698
Current Action Time,44,211.83333333333334
Total Average Time,45,235.44148148148147
Current Action Time,45,215.5
Total Average Time,46,234.93188405797102
Current Action Time,46,212.0
Total Average Time,47,234.4822695035461
Current Action Time,47,213.8
Total Average Time,48,234.1423611111111
Current Action Time,48,218.16666666666666
Total Average Time,49,233.7551020408163
Current Action Time,49,215.16666666666666
Total Average Time,50,233.45599999999996
Current Action Time,50,218.8
