Series,Iteration,Average Time (ms)
Total Average Time,1,2822.0
Current Action Time,1,2822.0
Total Average Time,2,2779.5
Current Action Time,2,2737.0
Total Average Time,3,2746.8333333333335
Current Action Time,3,2681.5
Total Average Time,4,2718.375
Current Action Time,4,2633.0
Total Average Time,5,2708.4
Current Action Time,5,2668.5
Total Average Time,6,2700.6666666666665
Current Action Time,6,2662.0
Total Average Time,7,2690.8571428571427
Current Action Time,7,2632.0
Total Average Time,8,2687.4375
Current Action Time,8,2663.5
Total Average Time,9,2683.9444444444443
Current Action Time,9,2656.0
Total Average Time,10,2682.85
Current Action Time,10,2673.0
Total Average Time,11,2680.2727272727275
Current Action Time,11,2654.5
Total Average Time,12,2677.25
Current Action Time,12,2644.0
Total Average Time,13,2676.769230769231
Current Action Time,13,2671.0
Total Average Time,14,2676.0714285714284
Current Action Time,14,2667.0
Total Average Time,15,2674.8
Current Action Time,15,2657.0
Total Average Time,16,2680.9375
Current Action Time,16,2773.0
Total Average Time,17,2679.470588235294
Current Action Time,17,2656.0
Total Average Time,18,2677.9444444444443
Current Action Time,18,2652.0
Total Average Time,19,2676.2105263157896
Current Action Time,19,2645.0
Total Average Time,20,2675.95
Current Action Time,20,2671.0
Total Average Time,21,2674.714285714286
Current Action Time,21,2650.0
Total Average Time,22,2674.181818181818
Current Action Time,22,2663.0
Total Average Time,23,2673.282608695652
Current Action Time,23,2653.5
Total Average Time,24,2671.7291666666665
Current Action Time,24,2636.0
Total Average Time,25,2671.56
Current Action Time,25,2667.5
Total Average Time,26,2669.576923076923
Current Action Time,26,2620.0
Total Average Time,27,2669.777777777778
Current Action Time,27,2675.0
Total Average Time,28,2669.25
Current Action Time,28,2655.0
Total Average Time,29,2669.103448275862
Current Action Time,29,2665.0
Total Average Time,30,2668.6833333333334
Current Action Time,30,2656.5
Total Average Time,31,2668.4032258064517
Current Action Time,31,2660.0
Total Average Time,32,2668.15625
Current Action Time,32,2660.5
Total Average Time,33,2668.6666666666665
Current Action Time,33,2685.0
Total Average Time,34,2668.1911764705883
Current Action Time,34,2652.5
Total Average Time,35,2667.8714285714286
Current Action Time,35,2657.0
Total Average Time,36,2666.9305555555557
Current Action Time,36,2634.0
Total Average Time,37,2667.2027027027025
Current Action Time,37,2677.0
Total Average Time,38,2666.2236842105262
Current Action Time,38,2630.0
Total Average Time,39,2666.2179487179487
Current Action Time,39,2666.0
Total Average Time,40,2665.575
Current Action Time,40,2640.5
Total Average Time,41,2666.1951219512193
Current Action Time,41,2691.0
Total Average Time,42,2665.8690476190477
Current Action Time,42,2652.5
Total Average Time,43,2666.0348837209303
Current Action Time,43,2673.0
Total Average Time,44,2665.6363636363635
Current Action Time,44,2648.5
Total Average Time,45,2665.8888888888887
Current Action Time,45,2677.0
Total Average Time,46,2665.521739130435
Current Action Time,46,2649.0
Total Average Time,47,2665.191489361702
Current Action Time,47,2650.0
Total Average Time,48,2665.1666666666665
Current Action Time,48,2664.0
Total Average Time,49,2665.377551020408
Current Action Time,49,2675.5
Total Average Time,50,2665.05
Current Action Time,50,2649.0
