Series,Iteration,Average Time (ms)
Total Average Time,1,4.0
Current Action Time,1,4.0
Total Average Time,2,4.0
Current Action Time,2,4.0
Total Average Time,3,4.0
Current Action Time,3,4.0
Total Average Time,4,3.875
Current Action Time,4,3.5
Total Average Time,5,3.9
Current Action Time,5,4.0
Total Average Time,6,3.75
Current Action Time,6,3.0
Total Average Time,7,3.7142857142857144
Current Action Time,7,3.5
Total Average Time,8,3.75
Current Action Time,8,4.0
Total Average Time,9,3.7777777777777777
Current Action Time,9,4.0
Total Average Time,10,3.8
Current Action Time,10,4.0
Total Average Time,11,3.8181818181818183
Current Action Time,11,4.0
Total Average Time,12,3.7916666666666665
Current Action Time,12,3.5
Total Average Time,13,3.730769230769231
Current Action Time,13,3.0
Total Average Time,14,3.7857142857142856
Current Action Time,14,4.5
Total Average Time,15,3.8
Current Action Time,15,4.0
Total Average Time,16,3.78125
Current Action Time,16,3.5
Total Average Time,17,3.735294117647059
Current Action Time,17,3.0
Total Average Time,18,3.8055555555555554
Current Action Time,18,5.0
Total Average Time,19,3.789473684210526
Current Action Time,19,3.5
Total Average Time,20,3.8
Current Action Time,20,4.0
Total Average Time,21,3.8095238095238093
Current Action Time,21,4.0
Total Average Time,22,3.7954545454545454
Current Action Time,22,3.5
Total Average Time,23,3.782608695652174
Current Action Time,23,3.5
Total Average Time,24,3.7708333333333335
Current Action Time,24,3.5
Total Average Time,25,3.82
Current Action Time,25,5.0
Total Average Time,26,3.8076923076923075
Current Action Time,26,3.5
Total Average Time,27,3.7962962962962963
Current Action Time,27,3.5
Total Average Time,28,3.7857142857142856
Current Action Time,28,3.5
Total Average Time,29,3.793103448275862
Current Action Time,29,4.0
Total Average Time,30,3.8
Current Action Time,30,4.0
Total Average Time,31,3.806451612903226
Current Action Time,31,4.0
Total Average Time,32,3.8125
Current Action Time,32,4.0
Total Average Time,33,3.8181818181818183
Current Action Time,33,4.0
Total Average Time,34,3.8088235294117645
Current Action Time,34,3.5
Total Average Time,35,3.8
Current Action Time,35,3.5
Total Average Time,36,3.8194444444444446
Current Action Time,36,4.5
Total Average Time,37,3.810810810810811
Current Action Time,37,3.5
Total Average Time,38,3.8421052631578947
Current Action Time,38,5.0
Total Average Time,39,3.8333333333333335
Current Action Time,39,3.5
Total Average Time,40,3.8375
Current Action Time,40,4.0
Total Average Time,41,3.841463414634146
Current Action Time,41,4.0
Total Average Time,42,3.857142857142857
Current Action Time,42,4.5
Total Average Time,43,3.883720930232558
Current Action Time,43,5.0
Total Average Time,44,3.875
Current Action Time,44,3.5
Total Average Time,45,3.8666666666666667
Current Action Time,45,3.5
Total Average Time,46,3.858695652173913
Current Action Time,46,3.5
Total Average Time,47,3.851063829787234
Current Action Time,47,3.5
Total Average Time,48,3.8541666666666665
Current Action Time,48,4.0
Total Average Time,49,3.8469387755102042
Current Action Time,49,3.5
Total Average Time,50,3.86
Current Action Time,50,4.5
Total Average Time,51,3.8529411764705883
Current Action Time,51,3.5
Total Average Time,52,3.8461538461538463
Current Action Time,52,3.5
Total Average Time,53,3.849056603773585
Current Action Time,53,4.0
Total Average Time,54,3.8518518518518516
Current Action Time,54,4.0
Total Average Time,55,3.8636363636363638
Current Action Time,55,4.5
Total Average Time,56,3.875
Current Action Time,56,4.5
Total Average Time,57,3.8771929824561404
Current Action Time,57,4.0
Total Average Time,58,3.8793103448275863
Current Action Time,58,4.0
Total Average Time,59,3.8983050847457625
Current Action Time,59,5.0
Total Average Time,60,3.908333333333333
Current Action Time,60,4.5
Total Average Time,61,3.901639344262295
Current Action Time,61,3.5
Total Average Time,62,3.911290322580645
Current Action Time,62,4.5
Total Average Time,63,3.9047619047619047
Current Action Time,63,3.5
Total Average Time,64,3.90625
Current Action Time,64,4.0
Total Average Time,65,3.9
Current Action Time,65,3.5
Total Average Time,66,3.893939393939394
Current Action Time,66,3.5
Total Average Time,67,3.8955223880597014
Current Action Time,67,4.0
Total Average Time,68,3.8970588235294117
Current Action Time,68,4.0
Total Average Time,69,3.891304347826087
Current Action Time,69,3.5
Total Average Time,70,3.892857142857143
Current Action Time,70,4.0
Total Average Time,71,3.887323943661972
Current Action Time,71,3.5
Total Average Time,72,3.8819444444444446
Current Action Time,72,3.5
Total Average Time,73,3.8767123287671232
Current Action Time,73,3.5
Total Average Time,74,3.8716216216216215
Current Action Time,74,3.5
Total Average Time,75,3.8666666666666667
Current Action Time,75,3.5
Total Average Time,76,3.8684210526315788
Current Action Time,76,4.0
Total Average Time,77,3.8701298701298703
Current Action Time,77,4.0
Total Average Time,78,3.8653846153846154
Current Action Time,78,3.5
Total Average Time,79,3.867088607594937
Current Action Time,79,4.0
Total Average Time,80,3.88125
Current Action Time,80,5.0
Total Average Time,81,3.876543209876543
Current Action Time,81,3.5
Total Average Time,82,3.8841463414634148
Current Action Time,82,4.5
Total Average Time,83,3.8795180722891565
Current Action Time,83,3.5
Total Average Time,84,3.875
Current Action Time,84,3.5
Total Average Time,85,3.876470588235294
Current Action Time,85,4.0
Total Average Time,86,3.88953488372093
Current Action Time,86,5.0
Total Average Time,87,3.8908045977011496
Current Action Time,87,4.0
Total Average Time,88,3.8863636363636362
Current Action Time,88,3.5
Total Average Time,89,3.8876404494382024
Current Action Time,89,4.0
Total Average Time,90,3.8944444444444444
Current Action Time,90,4.5
Total Average Time,91,3.8956043956043955
Current Action Time,91,4.0
Total Average Time,92,3.8967391304347827
Current Action Time,92,4.0
Total Average Time,93,3.8978494623655915
Current Action Time,93,4.0
Total Average Time,94,3.893617021276596
Current Action Time,94,3.5
Total Average Time,95,3.8947368421052633
Current Action Time,95,4.0
Total Average Time,96,3.8958333333333335
Current Action Time,96,4.0
Total Average Time,97,3.8969072164948453
Current Action Time,97,4.0
Total Average Time,98,3.8979591836734695
Current Action Time,98,4.0
Total Average Time,99,3.898989898989899
Current Action Time,99,4.0
Total Average Time,100,3.895
Current Action Time,100,3.5
Total Average Time,101,3.891089108910891
Current Action Time,101,3.5
Total Average Time,102,3.8872549019607843
Current Action Time,102,3.5
Total Average Time,103,3.878640776699029
Current Action Time,103,3.0
Total Average Time,104,3.875
Current Action Time,104,3.5
Total Average Time,105,3.880952380952381
Current Action Time,105,4.5
Total Average Time,106,3.8773584905660377
Current Action Time,106,3.5
Total Average Time,107,3.878504672897196
Current Action Time,107,4.0
Total Average Time,108,3.8796296296296298
Current Action Time,108,4.0
Total Average Time,109,3.876146788990826
Current Action Time,109,3.5
Total Average Time,110,3.8772727272727274
Current Action Time,110,4.0
Total Average Time,111,3.8783783783783785
Current Action Time,111,4.0
Total Average Time,112,3.8794642857142856
Current Action Time,112,4.0
Total Average Time,113,3.8716814159292037
Current Action Time,113,3.0
Total Average Time,114,3.8771929824561404
Current Action Time,114,4.5
Total Average Time,115,3.878260869565217
Current Action Time,115,4.0
Total Average Time,116,3.8793103448275863
Current Action Time,116,4.0
Total Average Time,117,3.8846153846153846
Current Action Time,117,4.5
Total Average Time,118,3.885593220338983
Current Action Time,118,4.0
Total Average Time,119,3.8823529411764706
Current Action Time,119,3.5
Total Average Time,120,3.879166666666667
Current Action Time,120,3.5
Total Average Time,121,3.87603305785124
Current Action Time,121,3.5
Total Average Time,122,3.872950819672131
Current Action Time,122,3.5
Total Average Time,123,3.8739837398373984
Current Action Time,123,4.0
Total Average Time,124,3.870967741935484
Current Action Time,124,3.5
Total Average Time,125,3.872
Current Action Time,125,4.0
Total Average Time,126,3.869047619047619
Current Action Time,126,3.5
Total Average Time,127,3.874015748031496
Current Action Time,127,4.5
Total Average Time,128,3.8671875
Current Action Time,128,3.0
Total Average Time,129,3.875968992248062
Current Action Time,129,5.0
Total Average Time,130,3.876923076923077
Current Action Time,130,4.0
Total Average Time,131,3.8740458015267176
Current Action Time,131,3.5
Total Average Time,132,3.871212121212121
Current Action Time,132,3.5
Total Average Time,133,3.8721804511278197
Current Action Time,133,4.0
Total Average Time,134,3.873134328358209
Current Action Time,134,4.0
Total Average Time,135,3.8703703703703702
Current Action Time,135,3.5
